user_id,song_id,timestamp,duration_sec,title,artist,genre,mood
user_1,song_18,2025-04-08 21:08:57,113,Song Title 18,Artist 8,Sad,Chill
user_1,song_18,2025-04-06 16:05:57,31,Song Title 18,Artist 8,Sad,Chill
user_1,song_87,2025-04-05 08:31:57,61,Song Title 87,Artist 7,Sad,Energetic
user_1,song_7,2025-04-01 02:20:57,78,Song Title 7,Artist 7,Sad,Happy
user_1,song_35,2025-04-03 11:55:57,63,Song Title 35,Artist 5,Sad,Chill
user_1,song_98,2025-04-10 06:56:57,267,Song Title 98,Artist 8,Rock,Chill
user_1,song_43,2025-04-09 07:01:57,296,Song Title 43,Artist 3,Sad,Energetic
user_1,song_35,2025-04-08 05:10:57,153,Song Title 35,Artist 5,Sad,Chill
user_1,song_55,2025-04-05 22:44:57,258,Song Title 55,Artist 5,Sad,Sad
user_1,song_68,2025-03-31 06:49:57,210,Song Title 68,Artist 8,Jazz,Sad
user_1,song_63,2025-04-07 17:58:57,105,Song Title 63,Artist 3,Sad,Chill
user_1,song_34,2025-04-08 03:28:57,149,Song Title 34,Artist 4,Sad,Happy
user_1,song_63,2025-04-11 01:42:57,93,Song Title 63,Artist 3,Sad,Chill
user_1,song_78,2025-04-07 12:21:57,191,Song Title 78,Artist 8,Sad,Energetic
user_1,song_61,2025-04-06 10:37:57,277,Song Title 61,Artist 1,Happy,Chill
user_1,song_79,2025-04-09 17:59:57,156,Song Title 79,Artist 9,Rock,Energetic
user_1,song_75,2025-04-08 16:11:57,293,Song Title 75,Artist 5,Sad,Chill
user_1,song_58,2025-04-03 13:13:57,225,Song Title 58,Artist 8,Sad,Chill
user_1,song_65,2025-03-29 20:24:57,156,Song Title 65,Artist 5,Electronic,Happy
user_1,song_87,2025-04-04 00:52:57,108,Song Title 87,Artist 7,Sad,Energetic
user_1,song_75,2025-03-31 23:21:57,288,Song Title 75,Artist 5,Sad,Chill
user_1,song_87,2025-03-31 18:05:57,288,Song Title 87,Artist 7,Sad,Energetic
user_1,song_7,2025-03-29 00:26:57,242,Song Title 7,Artist 7,Sad,Happy
user_1,song_55,2025-04-10 02:01:57,94,Song Title 55,Artist 5,Sad,Sad
user_1,song_78,2025-04-07 03:30:57,201,Song Title 78,Artist 8,Sad,Energetic
user_1,song_75,2025-04-08 17:13:57,52,Song Title 75,Artist 5,Sad,Chill
user_1,song_43,2025-04-01 08:49:57,150,Song Title 43,Artist 3,Sad,Energetic
user_1,song_87,2025-04-04 08:16:57,117,Song Title 87,Artist 7,Sad,Energetic
user_1,song_34,2025-04-08 15:03:57,87,Song Title 34,Artist 4,Sad,Happy
user_1,song_89,2025-04-08 10:31:57,94,Song Title 89,Artist 9,Sad,Chill
user_1,song_58,2025-04-08 15:40:57,169,Song Title 58,Artist 8,Sad,Chill
user_1,song_78,2025-04-05 00:08:57,76,Song Title 78,Artist 8,Sad,Energetic
user_1,song_78,2025-03-31 13:23:57,119,Song Title 78,Artist 8,Sad,Energetic
user_1,song_75,2025-04-05 20:33:57,256,Song Title 75,Artist 5,Sad,Chill
user_1,song_75,2025-04-05 06:15:57,103,Song Title 75,Artist 5,Sad,Chill
user_1,song_49,2025-04-05 23:21:57,47,Song Title 49,Artist 9,Sad,Chill
user_1,song_55,2025-04-01 11:19:57,77,Song Title 55,Artist 5,Sad,Sad
user_1,song_87,2025-04-05 13:16:57,76,Song Title 87,Artist 7,Sad,Energetic
user_1,song_78,2025-03-29 09:38:57,232,Song Title 78,Artist 8,Sad,Energetic
user_1,song_34,2025-03-28 18:11:57,162,Song Title 34,Artist 4,Sad,Happy
user_1,song_49,2025-04-08 07:58:57,129,Song Title 49,Artist 9,Sad,Chill
user_1,song_78,2025-03-30 10:03:57,186,Song Title 78,Artist 8,Sad,Energetic
user_1,song_18,2025-03-30 22:30:57,129,Song Title 18,Artist 8,Sad,Chill
user_1,song_89,2025-03-30 15:47:57,297,Song Title 89,Artist 9,Sad,Chill
user_1,song_53,2025-04-08 04:24:57,144,Song Title 53,Artist 3,HipHop,Energetic
user_1,song_55,2025-04-01 01:10:57,53,Song Title 55,Artist 5,Sad,Sad
user_1,song_55,2025-04-04 19:39:57,67,Song Title 55,Artist 5,Sad,Sad
user_1,song_49,2025-04-03 20:59:57,31,Song Title 49,Artist 9,Sad,Chill
user_1,song_7,2025-04-05 07:18:57,32,Song Title 7,Artist 7,Sad,Happy
user_1,song_89,2025-04-07 20:15:57,291,Song Title 89,Artist 9,Sad,Chill
user_1,song_22,2025-04-10 14:54:57,186,Song Title 22,Artist 2,Rock,Energetic
user_1,song_49,2025-04-11 10:05:57,209,Song Title 49,Artist 9,Sad,Chill
user_1,song_49,2025-03-30 19:41:57,181,Song Title 49,Artist 9,Sad,Chill
user_1,song_35,2025-03-30 09:14:57,120,Song Title 35,Artist 5,Sad,Chill
user_1,song_29,2025-04-01 16:07:57,280,Song Title 29,Artist 9,HipHop,Sad
user_1,song_18,2025-04-05 08:50:57,108,Song Title 18,Artist 8,Sad,Chill
user_1,song_7,2025-04-02 09:04:57,99,Song Title 7,Artist 7,Sad,Happy
user_1,song_58,2025-03-31 22:29:57,202,Song Title 58,Artist 8,Sad,Chill
user_1,song_87,2025-03-29 16:47:57,54,Song Title 87,Artist 7,Sad,Energetic
user_1,song_58,2025-04-03 07:10:57,178,Song Title 58,Artist 8,Sad,Chill
user_2,song_84,2025-03-29 08:23:57,159,Song Title 84,Artist 4,Electronic,Sad
user_2,song_75,2025-04-02 04:52:57,63,Song Title 75,Artist 5,Sad,Chill
user_2,song_20,2025-04-04 08:00:57,151,Song Title 20,Artist 0,Jazz,Energetic
user_2,song_63,2025-04-03 08:08:57,198,Song Title 63,Artist 3,Sad,Chill
user_2,song_43,2025-04-05 01:33:57,243,Song Title 43,Artist 3,Sad,Energetic
user_2,song_58,2025-04-08 15:49:57,116,Song Title 58,Artist 8,Sad,Chill
user_2,song_89,2025-04-07 13:16:57,285,Song Title 89,Artist 9,Sad,Chill
user_2,song_94,2025-03-29 11:04:57,107,Song Title 94,Artist 4,HipHop,Chill
user_2,song_43,2025-04-02 22:40:57,88,Song Title 43,Artist 3,Sad,Energetic
user_2,song_78,2025-04-06 07:57:57,128,Song Title 78,Artist 8,Sad,Energetic
user_2,song_75,2025-04-10 21:41:57,250,Song Title 75,Artist 5,Sad,Chill
user_2,song_7,2025-03-29 11:22:57,42,Song Title 7,Artist 7,Sad,Happy
user_2,song_25,2025-04-03 07:53:57,236,Song Title 25,Artist 5,HipHop,Chill
user_2,song_49,2025-04-03 08:38:57,32,Song Title 49,Artist 9,Sad,Chill
user_2,song_18,2025-04-06 02:37:57,92,Song Title 18,Artist 8,Sad,Chill
user_2,song_75,2025-04-02 15:19:57,72,Song Title 75,Artist 5,Sad,Chill
user_2,song_43,2025-04-11 08:18:57,104,Song Title 43,Artist 3,Sad,Energetic
user_2,song_75,2025-04-09 22:45:57,221,Song Title 75,Artist 5,Sad,Chill
user_2,song_78,2025-04-06 16:04:57,148,Song Title 78,Artist 8,Sad,Energetic
user_2,song_87,2025-03-30 08:07:57,214,Song Title 87,Artist 7,Sad,Energetic
user_2,song_39,2025-04-02 13:30:57,223,Song Title 39,Artist 9,Jazz,Sad
user_2,song_18,2025-04-09 23:36:57,269,Song Title 18,Artist 8,Sad,Chill
user_2,song_43,2025-04-04 13:13:57,192,Song Title 43,Artist 3,Sad,Energetic
user_2,song_67,2025-03-31 20:57:57,127,Song Title 67,Artist 7,Pop,Chill
user_2,song_18,2025-04-02 15:51:57,101,Song Title 18,Artist 8,Sad,Chill
user_2,song_63,2025-04-05 19:06:57,77,Song Title 63,Artist 3,Sad,Chill
user_2,song_87,2025-04-10 10:21:57,158,Song Title 87,Artist 7,Sad,Energetic
user_2,song_55,2025-04-04 01:04:57,288,Song Title 55,Artist 5,Sad,Sad
user_2,song_7,2025-04-10 08:16:57,106,Song Title 7,Artist 7,Sad,Happy
user_2,song_63,2025-04-09 14:37:57,183,Song Title 63,Artist 3,Sad,Chill
user_2,song_63,2025-04-09 00:51:57,76,Song Title 63,Artist 3,Sad,Chill
user_2,song_49,2025-03-31 22:44:57,98,Song Title 49,Artist 9,Sad,Chill
user_2,song_35,2025-03-31 06:04:57,201,Song Title 35,Artist 5,Sad,Chill
user_2,song_62,2025-04-10 08:40:57,174,Song Title 62,Artist 2,Pop,Happy
user_2,song_18,2025-04-05 21:29:57,238,Song Title 18,Artist 8,Sad,Chill
user_2,song_58,2025-04-11 09:06:57,203,Song Title 58,Artist 8,Sad,Chill
user_2,song_75,2025-03-30 16:12:57,138,Song Title 75,Artist 5,Sad,Chill
user_2,song_35,2025-04-07 17:21:57,231,Song Title 35,Artist 5,Sad,Chill
user_2,song_75,2025-04-07 05:03:57,76,Song Title 75,Artist 5,Sad,Chill
user_2,song_75,2025-04-10 06:41:57,267,Song Title 75,Artist 5,Sad,Chill
user_2,song_34,2025-04-02 22:16:57,172,Song Title 34,Artist 4,Sad,Happy
user_2,song_78,2025-03-29 22:26:57,273,Song Title 78,Artist 8,Sad,Energetic
user_2,song_43,2025-04-02 09:02:57,247,Song Title 43,Artist 3,Sad,Energetic
user_2,song_35,2025-04-03 02:14:57,266,Song Title 35,Artist 5,Sad,Chill
user_2,song_43,2025-04-02 00:21:57,77,Song Title 43,Artist 3,Sad,Energetic
user_2,song_49,2025-04-04 21:30:57,246,Song Title 49,Artist 9,Sad,Chill
user_2,song_49,2025-04-08 08:47:57,67,Song Title 49,Artist 9,Sad,Chill
user_2,song_34,2025-04-01 16:17:57,90,Song Title 34,Artist 4,Sad,Happy
user_2,song_63,2025-04-06 07:29:57,118,Song Title 63,Artist 3,Sad,Chill
user_2,song_59,2025-04-08 02:58:57,40,Song Title 59,Artist 9,Happy,Energetic
user_2,song_75,2025-03-31 03:07:57,285,Song Title 75,Artist 5,Sad,Chill
user_2,song_32,2025-03-29 12:19:57,266,Song Title 32,Artist 2,Electronic,Energetic
user_2,song_22,2025-04-11 01:42:57,167,Song Title 22,Artist 2,Rock,Energetic
user_2,song_87,2025-04-11 07:22:57,162,Song Title 87,Artist 7,Sad,Energetic
user_2,song_24,2025-04-08 05:36:57,151,Song Title 24,Artist 4,Jazz,Sad
user_2,song_7,2025-04-06 19:35:57,250,Song Title 7,Artist 7,Sad,Happy
user_2,song_63,2025-04-08 07:41:57,197,Song Title 63,Artist 3,Sad,Chill
user_2,song_87,2025-04-01 09:55:57,56,Song Title 87,Artist 7,Sad,Energetic
user_2,song_58,2025-03-30 04:44:57,216,Song Title 58,Artist 8,Sad,Chill
user_2,song_63,2025-04-01 00:44:57,176,Song Title 63,Artist 3,Sad,Chill
user_2,song_18,2025-04-11 15:11:57,226,Song Title 18,Artist 8,Sad,Chill
user_2,song_55,2025-04-02 22:39:57,69,Song Title 55,Artist 5,Sad,Sad
user_2,song_29,2025-04-02 12:10:57,297,Song Title 29,Artist 9,HipHop,Sad
user_2,song_3,2025-04-04 01:32:57,162,Song Title 3,Artist 3,Electronic,Sad
user_2,song_75,2025-03-29 16:17:57,231,Song Title 75,Artist 5,Sad,Chill
user_2,song_35,2025-04-10 14:09:57,230,Song Title 35,Artist 5,Sad,Chill
user_2,song_87,2025-04-10 11:49:57,94,Song Title 87,Artist 7,Sad,Energetic
user_2,song_55,2025-04-05 13:43:57,199,Song Title 55,Artist 5,Sad,Sad
user_2,song_43,2025-04-05 16:36:57,139,Song Title 43,Artist 3,Sad,Energetic
user_2,song_34,2025-04-07 11:57:57,251,Song Title 34,Artist 4,Sad,Happy
user_2,song_63,2025-03-29 03:54:57,59,Song Title 63,Artist 3,Sad,Chill
user_2,song_55,2025-04-08 12:45:57,267,Song Title 55,Artist 5,Sad,Sad
user_2,song_63,2025-04-02 09:17:57,215,Song Title 63,Artist 3,Sad,Chill
user_2,song_75,2025-03-31 15:33:57,116,Song Title 75,Artist 5,Sad,Chill
user_2,song_49,2025-04-02 01:17:57,198,Song Title 49,Artist 9,Sad,Chill
user_2,song_60,2025-04-05 12:37:57,261,Song Title 60,Artist 0,Pop,Chill
user_2,song_63,2025-04-10 01:15:57,288,Song Title 63,Artist 3,Sad,Chill
user_2,song_58,2025-04-09 17:01:57,148,Song Title 58,Artist 8,Sad,Chill
user_2,song_85,2025-04-02 04:25:57,257,Song Title 85,Artist 5,Electronic,Sad
user_2,song_18,2025-04-06 13:59:57,133,Song Title 18,Artist 8,Sad,Chill
user_2,song_75,2025-04-03 17:06:57,171,Song Title 75,Artist 5,Sad,Chill
user_2,song_75,2025-03-29 20:14:57,215,Song Title 75,Artist 5,Sad,Chill
user_2,song_7,2025-04-10 15:43:57,119,Song Title 7,Artist 7,Sad,Happy
user_2,song_89,2025-03-31 12:27:57,45,Song Title 89,Artist 9,Sad,Chill
user_2,song_55,2025-03-28 20:13:57,45,Song Title 55,Artist 5,Sad,Sad
user_2,song_45,2025-04-01 18:38:57,100,Song Title 45,Artist 5,Electronic,Chill
user_2,song_75,2025-04-06 18:52:57,127,Song Title 75,Artist 5,Sad,Chill
user_2,song_35,2025-04-11 13:13:57,102,Song Title 35,Artist 5,Sad,Chill
user_2,song_35,2025-04-02 10:34:57,110,Song Title 35,Artist 5,Sad,Chill
user_2,song_43,2025-04-02 17:11:57,147,Song Title 43,Artist 3,Sad,Energetic
user_2,song_89,2025-04-05 12:22:57,171,Song Title 89,Artist 9,Sad,Chill
user_2,song_75,2025-04-04 23:35:57,233,Song Title 75,Artist 5,Sad,Chill
user_2,song_18,2025-03-30 10:30:57,253,Song Title 18,Artist 8,Sad,Chill
user_2,song_7,2025-04-04 23:52:57,190,Song Title 7,Artist 7,Sad,Happy
user_2,song_75,2025-04-08 08:54:57,122,Song Title 75,Artist 5,Sad,Chill
user_2,song_58,2025-04-10 13:14:57,244,Song Title 58,Artist 8,Sad,Chill
user_2,song_75,2025-03-31 01:32:57,240,Song Title 75,Artist 5,Sad,Chill
user_2,song_36,2025-04-03 09:53:57,250,Song Title 36,Artist 6,Happy,Sad
user_2,song_35,2025-03-30 21:35:57,94,Song Title 35,Artist 5,Sad,Chill
user_2,song_99,2025-04-04 21:42:57,32,Song Title 99,Artist 9,Rock,Sad
user_2,song_18,2025-03-31 19:54:57,260,Song Title 18,Artist 8,Sad,Chill
user_2,song_35,2025-04-04 07:33:57,165,Song Title 35,Artist 5,Sad,Chill
user_2,song_10,2025-04-09 03:23:57,90,Song Title 10,Artist 0,Pop,Sad
user_2,song_35,2025-04-06 16:24:57,166,Song Title 35,Artist 5,Sad,Chill
user_2,song_87,2025-04-11 06:40:57,233,Song Title 87,Artist 7,Sad,Energetic
user_2,song_34,2025-04-11 13:34:57,195,Song Title 34,Artist 4,Sad,Happy
user_2,song_89,2025-03-31 06:36:57,210,Song Title 89,Artist 9,Sad,Chill
user_2,song_75,2025-04-08 21:10:57,170,Song Title 75,Artist 5,Sad,Chill
user_2,song_34,2025-04-06 09:56:57,175,Song Title 34,Artist 4,Sad,Happy
user_2,song_34,2025-03-31 18:41:57,275,Song Title 34,Artist 4,Sad,Happy
user_2,song_58,2025-04-02 02:06:57,269,Song Title 58,Artist 8,Sad,Chill
user_2,song_35,2025-04-06 17:58:57,88,Song Title 35,Artist 5,Sad,Chill
user_2,song_34,2025-04-02 14:02:57,122,Song Title 34,Artist 4,Sad,Happy
user_2,song_75,2025-04-10 11:23:57,220,Song Title 75,Artist 5,Sad,Chill
user_2,song_35,2025-04-09 12:35:57,181,Song Title 35,Artist 5,Sad,Chill
user_2,song_63,2025-04-06 18:13:57,192,Song Title 63,Artist 3,Sad,Chill
user_2,song_100,2025-04-03 16:47:57,135,Song Title 100,Artist 0,Rock,Chill
user_2,song_87,2025-03-30 20:23:57,275,Song Title 87,Artist 7,Sad,Energetic
user_2,song_63,2025-04-09 18:06:57,58,Song Title 63,Artist 3,Sad,Chill
user_2,song_78,2025-04-09 10:44:57,123,Song Title 78,Artist 8,Sad,Energetic
user_2,song_78,2025-04-03 14:33:57,260,Song Title 78,Artist 8,Sad,Energetic
user_2,song_38,2025-03-31 16:59:57,147,Song Title 38,Artist 8,HipHop,Sad
user_2,song_58,2025-03-31 04:38:58,34,Song Title 58,Artist 8,Sad,Chill
user_2,song_35,2025-04-10 15:33:58,132,Song Title 35,Artist 5,Sad,Chill
user_2,song_84,2025-04-07 05:02:58,157,Song Title 84,Artist 4,Electronic,Sad
user_2,song_35,2025-04-04 01:53:58,140,Song Title 35,Artist 5,Sad,Chill
user_2,song_63,2025-04-10 13:00:58,214,Song Title 63,Artist 3,Sad,Chill
user_2,song_35,2025-04-01 01:36:58,146,Song Title 35,Artist 5,Sad,Chill
user_2,song_7,2025-04-06 15:46:58,71,Song Title 7,Artist 7,Sad,Happy
user_2,song_63,2025-04-08 21:27:58,202,Song Title 63,Artist 3,Sad,Chill
user_3,song_56,2025-04-06 12:01:58,195,Song Title 56,Artist 6,HipHop,Energetic
user_3,song_61,2025-03-29 05:10:58,102,Song Title 61,Artist 1,Happy,Chill
user_3,song_39,2025-04-06 12:30:58,249,Song Title 39,Artist 9,Jazz,Sad
user_3,song_49,2025-03-30 17:52:58,257,Song Title 49,Artist 9,Sad,Chill
user_3,song_20,2025-04-11 02:18:58,198,Song Title 20,Artist 0,Jazz,Energetic
user_3,song_4,2025-04-11 01:40:58,225,Song Title 4,Artist 4,Electronic,Energetic
user_3,song_5,2025-04-07 14:38:58,254,Song Title 5,Artist 5,Jazz,Happy
user_3,song_44,2025-04-07 11:34:58,32,Song Title 44,Artist 4,Jazz,Energetic
user_3,song_90,2025-04-06 17:09:58,181,Song Title 90,Artist 0,Rock,Happy
user_3,song_65,2025-04-01 21:21:58,226,Song Title 65,Artist 5,Electronic,Happy
user_3,song_86,2025-04-04 12:31:58,139,Song Title 86,Artist 6,Pop,Sad
user_3,song_62,2025-04-06 01:15:58,73,Song Title 62,Artist 2,Pop,Happy
user_3,song_100,2025-04-10 16:21:58,257,Song Title 100,Artist 0,Rock,Chill
user_3,song_23,2025-04-01 07:19:58,179,Song Title 23,Artist 3,HipHop,Sad
user_3,song_71,2025-04-02 05:20:58,56,Song Title 71,Artist 1,Electronic,Happy
user_3,song_8,2025-04-03 15:59:58,279,Song Title 8,Artist 8,Jazz,Energetic
user_3,song_43,2025-03-29 20:14:58,111,Song Title 43,Artist 3,Sad,Energetic
user_3,song_33,2025-04-09 01:10:58,170,Song Title 33,Artist 3,Jazz,Sad
user_3,song_82,2025-04-02 02:57:58,45,Song Title 82,Artist 2,Rock,Sad
user_3,song_4,2025-04-07 03:41:58,275,Song Title 4,Artist 4,Electronic,Energetic
user_3,song_4,2025-04-04 09:24:58,154,Song Title 4,Artist 4,Electronic,Energetic
user_3,song_99,2025-04-01 04:24:58,80,Song Title 99,Artist 9,Rock,Sad
user_3,song_2,2025-03-30 22:07:58,164,Song Title 2,Artist 2,Pop,Sad
user_3,song_92,2025-04-02 14:35:58,149,Song Title 92,Artist 2,Jazz,Energetic
user_3,song_23,2025-04-01 08:54:58,129,Song Title 23,Artist 3,HipHop,Sad
user_3,song_38,2025-04-03 02:46:58,176,Song Title 38,Artist 8,HipHop,Sad
user_3,song_67,2025-03-30 19:34:58,88,Song Title 67,Artist 7,Pop,Chill
user_3,song_17,2025-04-07 08:27:58,157,Song Title 17,Artist 7,Jazz,Energetic
user_3,song_23,2025-04-07 22:02:58,293,Song Title 23,Artist 3,HipHop,Sad
user_3,song_100,2025-04-03 03:24:58,182,Song Title 100,Artist 0,Rock,Chill
user_3,song_39,2025-04-06 09:44:58,260,Song Title 39,Artist 9,Jazz,Sad
user_3,song_33,2025-04-01 08:53:58,242,Song Title 33,Artist 3,Jazz,Sad
user_3,song_59,2025-04-08 03:53:58,149,Song Title 59,Artist 9,Happy,Energetic
user_3,song_86,2025-04-01 11:13:58,174,Song Title 86,Artist 6,Pop,Sad
user_3,song_37,2025-04-11 15:04:58,103,Song Title 37,Artist 7,Pop,Energetic
user_3,song_81,2025-03-30 00:08:58,153,Song Title 81,Artist 1,Pop,Energetic
user_3,song_82,2025-03-29 13:58:58,228,Song Title 82,Artist 2,Rock,Sad
user_3,song_33,2025-04-03 05:00:58,89,Song Title 33,Artist 3,Jazz,Sad
user_3,song_65,2025-03-29 02:08:58,262,Song Title 65,Artist 5,Electronic,Happy
user_3,song_77,2025-04-06 05:13:58,280,Song Title 77,Artist 7,Rock,Happy
user_3,song_52,2025-03-30 23:39:58,75,Song Title 52,Artist 2,Rock,Energetic
user_3,song_38,2025-04-05 11:34:58,59,Song Title 38,Artist 8,HipHop,Sad
user_3,song_11,2025-03-31 03:03:58,237,Song Title 11,Artist 1,Happy,Energetic
user_3,song_68,2025-04-01 16:41:58,37,Song Title 68,Artist 8,Jazz,Sad
user_3,song_71,2025-04-06 18:11:58,197,Song Title 71,Artist 1,Electronic,Happy
user_3,song_90,2025-04-07 21:17:58,52,Song Title 90,Artist 0,Rock,Happy
user_3,song_91,2025-04-03 07:58:58,214,Song Title 91,Artist 1,Pop,Happy
user_3,song_69,2025-03-30 07:25:58,290,Song Title 69,Artist 9,Rock,Sad
user_3,song_12,2025-03-30 15:34:58,92,Song Title 12,Artist 2,Rock,Sad
user_3,song_90,2025-03-30 13:13:58,46,Song Title 90,Artist 0,Rock,Happy
user_3,song_77,2025-04-10 15:35:58,89,Song Title 77,Artist 7,Rock,Happy
user_3,song_39,2025-04-09 23:57:58,232,Song Title 39,Artist 9,Jazz,Sad
user_3,song_55,2025-04-07 21:08:58,173,Song Title 55,Artist 5,Sad,Sad
user_3,song_97,2025-04-07 04:05:58,284,Song Title 97,Artist 7,HipHop,Energetic
user_3,song_20,2025-04-02 06:44:58,94,Song Title 20,Artist 0,Jazz,Energetic
user_3,song_57,2025-04-09 08:48:58,210,Song Title 57,Artist 7,Pop,Chill
user_3,song_39,2025-04-09 15:28:58,251,Song Title 39,Artist 9,Jazz,Sad
user_3,song_74,2025-04-05 12:41:58,220,Song Title 74,Artist 4,Jazz,Chill
user_3,song_100,2025-03-29 11:42:58,120,Song Title 100,Artist 0,Rock,Chill
user_3,song_80,2025-04-03 12:38:58,108,Song Title 80,Artist 0,Pop,Happy
user_3,song_65,2025-04-09 09:58:58,192,Song Title 65,Artist 5,Electronic,Happy
user_3,song_46,2025-04-08 09:27:58,83,Song Title 46,Artist 6,Pop,Happy
user_3,song_30,2025-03-31 04:36:58,152,Song Title 30,Artist 0,Happy,Energetic
user_3,song_35,2025-04-05 04:30:58,192,Song Title 35,Artist 5,Sad,Chill
user_3,song_70,2025-04-09 19:50:58,33,Song Title 70,Artist 0,Happy,Sad
user_3,song_34,2025-04-09 04:51:58,116,Song Title 34,Artist 4,Sad,Happy
user_3,song_98,2025-04-05 13:50:58,158,Song Title 98,Artist 8,Rock,Chill
user_3,song_52,2025-03-31 09:42:58,75,Song Title 52,Artist 2,Rock,Energetic
user_3,song_99,2025-04-05 02:48:58,275,Song Title 99,Artist 9,Rock,Sad
user_3,song_20,2025-03-30 19:50:58,85,Song Title 20,Artist 0,Jazz,Energetic
user_3,song_98,2025-04-05 06:45:58,293,Song Title 98,Artist 8,Rock,Chill
user_3,song_84,2025-03-30 19:14:58,138,Song Title 84,Artist 4,Electronic,Sad
user_3,song_48,2025-04-08 06:21:58,151,Song Title 48,Artist 8,Rock,Energetic
user_3,song_17,2025-03-31 15:48:58,229,Song Title 17,Artist 7,Jazz,Energetic
user_3,song_35,2025-04-02 06:45:58,277,Song Title 35,Artist 5,Sad,Chill
user_3,song_31,2025-04-09 11:52:58,222,Song Title 31,Artist 1,Jazz,Sad
user_3,song_13,2025-04-07 02:19:58,277,Song Title 13,Artist 3,Rock,Happy
user_3,song_81,2025-04-09 23:54:58,261,Song Title 81,Artist 1,Pop,Energetic
user_3,song_62,2025-04-03 01:21:58,31,Song Title 62,Artist 2,Pop,Happy
user_3,song_75,2025-04-04 09:45:58,112,Song Title 75,Artist 5,Sad,Chill
user_3,song_17,2025-04-06 03:46:58,213,Song Title 17,Artist 7,Jazz,Energetic
user_3,song_17,2025-04-01 16:18:58,223,Song Title 17,Artist 7,Jazz,Energetic
user_3,song_3,2025-04-10 06:17:58,93,Song Title 3,Artist 3,Electronic,Sad
